用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
他好酥哦	2099584781	JhrKSp09y	#陕西抱摔儿子致死男子被批捕#不是不配为父母 是根本不配为人 多大的人了 做出这种事 ​	2020年08月24日 22:59		1	3	https://weibo.com/2099584781/JhrKSp09y?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrKSp09y?uid=2099584781&rl=1
我们·角度	5710251180	JhrKN4TcH	【#陕西抱摔儿子致死男子被批捕#：早点抓进去得了，都60多岁了，戾气还这么重，在外面不知道还要害多少人呢？】陕西宝鸡金台区检察院称，检察院对抱摔儿子致死男子刘某以涉嫌故意伤害罪批准逮捕。 L紧急呼叫的微博视频 ​	2020年08月24日 22:59		2	3	https://weibo.com/5710251180/JhrKN4TcH?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrKN4TcH?uid=5710251180&rl=1
万源司法	3089228371	JhrKH84jR	#晚新闻提要# 【#陕西抱摔儿子致死男子被批捕#】8月24日晚，@新京报 记者从陕西宝鸡金台区检察院获悉，检察院对抱摔儿子致死男子刘某以涉嫌故意伤害罪批准逮捕。8月19日，刘某酒后和女友因争夺儿子抚养问题发生争执，刘某将二人所生的两岁半儿子抛摔在沙发上致伤。8月20日晚，孩子经抢救无效不幸身亡。 ​  展开全文c	2020年08月24日 22:58			2	https://weibo.com/3089228371/JhrKH84jR?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrKH84jR?uid=3089228371&rl=1
0801耿直boy	5312977078	JhrKyC8G2	#陕西抱摔儿子致死男子被批捕# 这不是故意伤害啊！这是故意杀人呀！孩子太可怜了 摊上了这么个禽兽不如的父亲 死刑吧 立刻执行…… ​	2020年08月24日 22:58		1	4	https://weibo.com/5312977078/JhrKyC8G2?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrKyC8G2?uid=5312977078&rl=1
美人少校的安德森夫人	6538112298	JhrKjbZcf	#陕西抱摔儿子致死男子被批捕#不该死吗，故意杀人了吧 ​	2020年08月24日 22:57		评论		https://weibo.com/6538112298/JhrKjbZcf?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrKjbZcf?uid=6538112298&rl=1
西部网	1650414555	JhrKh6MwR	【#陕西抱摔儿子致死男子被批捕#】8月24日晚，@新京报 记者从陕西宝鸡金台区检察院获悉，检察院对抱摔儿子致死男子刘某以涉嫌故意伤害罪批准逮捕。8月19日，刘某酒后和女友因争夺儿子抚养问题发生争执，刘某将二人所生的两岁半儿子抛摔在沙发上致伤。8月20日晚，孩子经抢救无效不幸身亡。据了解，刘某 ​  展开全文c	2020年08月24日 22:57		4	1	https://weibo.com/1650414555/JhrKh6MwR?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrKh6MwR?uid=1650414555&rl=1
袁者之	3861130273	JhrK01O9s	#陕西抱摔儿子致死男子被批捕#这样的男人根本就不配为人父母，真的是可怜这孩子了，那么小就遭遇这样的事情，经历是够可怜的，希望下辈子找个好人家吧！男子被批捕那是必须的，承担其行为的犯罪责任。我觉得这名男子的脾气应该是比较大，典型的家暴行为，动不动就发火动手的那种。在此要提醒那些女性看 ​  展开全文c	2020年08月24日 22:57	58	17	106	https://weibo.com/3861130273/JhrK01O9s?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrK01O9s?uid=3861130273&rl=1
银河散落的星星	5193647950	JhrJSmWu1	#陕西抱摔儿子致死男子被批捕#这种人不配为人父母 ​	2020年08月24日 22:56		1	3	https://weibo.com/5193647950/JhrJSmWu1?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrJSmWu1?uid=5193647950&rl=1
西部热点网	1959437653	JhrJBrVpO	#头条新闻##关注# 【#陕西抱摔儿子致死男子被批捕#】8月24日晚，@新京报 记者从陕西宝鸡金台区检察院获悉，检察院对抱摔儿子致死男子刘某以涉嫌故意伤害罪批准逮捕。8月19日，刘某酒后和女友因争夺儿子抚养问题发生争执，刘某将二人所生的两岁半儿子抛摔在沙发上致伤。8月20日晚，孩子经抢救无效不幸身 ​  展开全文c	2020年08月24日 22:56		评论		https://weibo.com/1959437653/JhrJBrVpO?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrJBrVpO?uid=1959437653&rl=1
零蛋蛋吧吧吧啦_Minoz	6046539636	JhrJB9bnz	#陕西抱摔儿子致死男子被批捕#62岁?婚内出轨?摔死私生子? 死刑便宜他了，建议终身监禁🙏 ​	2020年08月24日 22:56		1	5	https://weibo.com/6046539636/JhrJB9bnz?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JhrJB9bnz?uid=6046539636&rl=1
