用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
阮向荣	1261067144	JcmJdgHG0	#微信取消两分钟内删除功能# ​	2020年07月22日 12:59		2	2	https://weibo.com/1261067144/JcmJdgHG0?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJdgHG0?uid=1261067144&rl=1
听讲食得咸鱼抵得渴	7353773523	JcmJcpEU9	#微信取消两分钟内删除功能#这个功能好 ​	2020年07月22日 12:59		评论		https://weibo.com/7353773523/JcmJcpEU9?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJcpEU9?uid=7353773523&rl=1
梅里寻踪	5330623668	JcmJbfU8q	【避免手残！#微信取消两分钟内删除功能#】微信安卓版近日更新至7.0.17版本，该更新主要是取消了两分钟内的删除功能，发出的信息在两分钟内只有撤回功能，两分钟后用户才能选择删除，并且两个选项不再同时出现。不少网友点赞称，再也不用担心手残点错了 ​	2020年07月22日 12:59		评论		https://weibo.com/5330623668/JcmJbfU8q?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJbfU8q?uid=5330623668&rl=1
四川魏静	2248834985	JcmJbi6zd	【避免手残！#微信取消两分钟内删除功能#】#微信# 安卓版近日更新至7.0.17版本，该更新主要是取消了两分钟内的删除功能，发出的信息在两分钟内只有撤回功能，两分钟后用户才能选择删除，并且两个选项不再同时出现。不少网友点赞称，再也不用担心手残点错了。（老板联播）  L老板联播的微博视频 ​	2020年07月22日 12:59	1		1	https://weibo.com/2248834985/JcmJbi6zd?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJbi6zd?uid=2248834985&rl=1
心慌的尊者	6332596374	JcmJ9uyr5	#微信取消两分钟内删除功能#太棒了！以后再也不会点错了那这些没有几个人知道的微信隐藏功能，你知道吗？（cr:清单编辑部） L心慌的尊者的微博视频 ​	2020年07月22日 12:59	13	2	136	https://weibo.com/6332596374/JcmJ9uyr5?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJ9uyr5?uid=6332596374&rl=1
半岛湛江TSAMKONG	1963317031	JcmJ8kMSX	【避免手残！#微信取消两分钟内删除功能#】微信安卓版近日更新至7.0.17版本，该更新主要是取消了两分钟内的删除功能，发出的信息在两分钟内只有撤回功能，两分钟后用户才能选择删除，并且两个选项不再同时出现。不少网友点赞称，再也不用担心手残点错了。O微信7.0.17版本取消两分钟内删除功能 L老板联播的微博视频  ​  展开全文c	2020年07月22日 12:59			3	https://weibo.com/1963317031/JcmJ8kMSX?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJ8kMSX?uid=1963317031&rl=1
科创中国	7437634407	JcmJ76FwE	【避免手残！#微信取消两分钟内删除功能#】微信安卓版近日更新至7.0.17版本，该更新主要是取消了两分钟内的删除功能，发出的信息在两分钟内只有撤回功能，两分钟后用户才能选择删除，并且两个选项不再同时出现。不少网友点赞称，再也不用担心手残点错了。L老板联播的微博视频 ​	2020年07月22日 12:59		评论		https://weibo.com/7437634407/JcmJ76FwE?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJ76FwE?uid=7437634407&rl=1
钵钵体_	5717023872	JcmJ6v11c	#微信取消两分钟内删除功能#我太谢谢了早该这样了 还有那个拍一拍有个卵用啊 ​	2020年07月22日 12:59		评论		https://weibo.com/5717023872/JcmJ6v11c?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJ6v11c?uid=5717023872&rl=1
电商报	1956700750	JcmJ1wWAr	#微信取消两分钟内删除功能# 终于可以避免在“撤回”消息时不小心点成“删除”了！你们觉得这功能咋样？ 你们觉得这功能咋样？ ​	2020年07月22日 12:59	96	29	732	https://weibo.com/1956700750/JcmJ1wWAr?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJ1wWAr?uid=1956700750&rl=1
用户6658183151	6658183151	JcmJ03n7i	#微信取消两分钟内删除功能#  哦原来是这样 挺好挺好！我喜欢 ​	2020年07月22日 12:59		评论		https://weibo.com/6658183151/JcmJ03n7i?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcmJ03n7i?uid=6658183151&rl=1
