用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
这货真不是名字	5318640705	JcoiE6V0T	#侃爷 卡戴珊#这一家人真的太好玩了 ​	2020年07月22日 16:59			2	https://weibo.com/5318640705/JcoiE6V0T?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcoiE6V0T?uid=5318640705&rl=1
Chen_ZTX	5840424872	Jcoir4DNi	#侃爷 卡戴珊#这么刺激吗 ​	2020年07月22日 16:59			1	https://weibo.com/5840424872/Jcoir4DNi?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jcoir4DNi?uid=5840424872&rl=1
一口西瓜酱	5059772642	JcoiqdCkY	#侃爷 卡戴珊# 是又要发新歌了忙着出来炒作了？真不愧爱演戏第一名哈 L一口西瓜酱的微博视频 ​	2020年07月22日 16:59	114	108	118	https://weibo.com/5059772642/JcoiqdCkY?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcoiqdCkY?uid=5059772642&rl=1
我想和你相见不如	6596272009	JcoiitcU1	#侃爷 卡戴珊#哇哦 曾经不是还说有多恩爱 营销号疯狂说什么Kanye的求婚 有趣哦 ​	2020年07月22日 16:59		评论		https://weibo.com/6596272009/JcoiitcU1?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcoiitcU1?uid=6596272009&rl=1
瓜酱情报员	1778815673	Jcoi6nrUX	#侃爷 卡戴珊#侃爷在推特疯狂发文暗指卡戴珊出轨，并表示两人已经离婚一年了……怎么回事？ ​	2020年07月22日 16:58	105	113	134	https://weibo.com/1778815673/Jcoi6nrUX?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jcoi6nrUX?uid=1778815673&rl=1
Lil·OlongTea	5118516782	JcohYqVdA	#侃爷 卡戴珊#欠侃爷一座奥斯卡小金人 明年一定得补上为了竞选 整这么大一出戏真是难为您咯 ​	2020年07月22日 16:58			2	https://weibo.com/5118516782/JcohYqVdA?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcohYqVdA?uid=5118516782&rl=1
青春娱乐网	1269870303	JcohW5gDh	#侃爷 卡戴珊#侃爷再发文暗指妻子卡戴珊行为不轨，并自爆离婚的想法已在自己的脑海中徘徊长达一年之久。两人于2014年完婚，婚后生活也是备受瞩目。近日来侃爷的一系列惊人言行也让人猜测是否另有用意，不过孰真孰假自然也只有当事人清楚。 ​	2020年07月22日 16:58	462	858	1745	https://weibo.com/1269870303/JcohW5gDh?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcohW5gDh?uid=1269870303&rl=1
吉祥物不想去英仙座调酒	6478270701	JcohU19Wo	#侃爷 卡戴珊#听说搞完这些接着专辑就发出来了？真会营销 ​	2020年07月22日 16:58			1	https://weibo.com/6478270701/JcohU19Wo?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcohU19Wo?uid=6478270701&rl=1
甜布丁咸布丁	6577651401	JcohPxSYx	#侃爷 卡戴珊#。。。。。。 ​	2020年07月22日 16:57			1	https://weibo.com/6577651401/JcohPxSYx?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcohPxSYx?uid=6577651401&rl=1
先躲起来再说	5940285641	JcohOlWNq	#侃爷 卡戴珊#希望人有事 ​	2020年07月22日 16:57		3	1	https://weibo.com/5940285641/JcohOlWNq?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcohOlWNq?uid=5940285641&rl=1
