用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
抚州资溪发布	2945394960	JdDGibLii	【#美国二季度GDP暴跌32.9%#】当地时间7月30日，美国商务部公布的首次预估数据显示，受新冠肺炎疫情重创，今年第二季度美国国内生产总值（GDP）按年率计算下滑32.9%，#美二季度GDP创上世纪40年代来最大降幅#。美联储主席鲍威尔29日表示，美国经济当前的复苏前景非常不确定，将在很大程度上取决于美国能 ​  展开全文c	2020年07月30日 21:59			1	https://weibo.com/2945394960/JdDGibLii?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDGibLii?uid=2945394960&rl=1
21世纪经济报道	1651428902	JdDFQ5kxN	#美股##特朗普建议推迟2020大选#【美国三大股指大幅低开，道指、标普500指数均跌逾1%】美股三大指数集体低开，道指跌1.03%，纳指跌0.88%，标普500指数跌1.01%。稍早前消息，美国商务部公布的首次预估数据显示，#美国二季度GDP暴跌32.9%#，创上世纪40年代以来最大降幅>>>O美国三大股指大幅低开，道指、标普500指数均跌逾1% ​	2020年07月30日 21:58	44	128	189	https://weibo.com/1651428902/JdDFQ5kxN?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDFQ5kxN?uid=1651428902&rl=1
钱局长本人	6609612161	JdDFPwYTG	#美国二季度GDP暴跌32.9%# 和#美国二季度GDP暴跌34.8%#两个话题，两个数据，到底哪个正确？ ​	2020年07月30日 21:58	1	1	3	https://weibo.com/6609612161/JdDFPwYTG?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDFPwYTG?uid=6609612161&rl=1
某某-莎	1852734327	JdDFmfDQD	#美国二季度GDP暴跌32.9%#不怕，你们有懂王 ​	2020年07月30日 21:57		评论		https://weibo.com/1852734327/JdDFmfDQD?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDFmfDQD?uid=1852734327&rl=1
兰州高新区发布	7337332345	JdDEsqV61	【#美国二季度GDP暴跌32.9%#】当地时间30日，美国商务部公布的首次预估数据显示，受新冠肺炎疫情重创，今年第二季度美国国内生产总值按年率计算下滑32.9%，创上世纪40年代以来最大降幅。美联储主席鲍威尔29日表示，美国经济当前的复苏前景非常不确定，很大程度上取决于美国能否控制疫情。（央视记者顾 ​  展开全文c	2020年07月30日 21:55		评论		https://weibo.com/7337332345/JdDEsqV61?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDEsqV61?uid=7337332345&rl=1
深圳特区报	1893278624	JdDEryM8d	【#美国二季度GDP暴跌32.9%#】当地时间7月30日，美国商务部公布的首次预估数据显示，受新冠肺炎疫情重创，今年第二季度美国国内生产总值（GDP）按年率计算下滑32.9%，#美二季度GDP创上世纪40年代来最大降幅#。美联储主席鲍威尔29日表示，美国经济当前的复苏前景非常不确定，将在很大程度上取决于美国能 ​  展开全文c	2020年07月30日 21:55			2	https://weibo.com/1893278624/JdDEryM8d?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDEryM8d?uid=1893278624&rl=1
娜趟旅行攻略菌	5493239934	JdDDQkYOZ	#美国二季度GDP暴跌32.9%#川普同志辛苦了，成功把美国带下沟，此刻应该有掌声👏希望川普能多连任几年 L娜趟旅行攻略菌的微博视频 ​	2020年07月30日 21:53			3	https://weibo.com/5493239934/JdDDQkYOZ?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDDQkYOZ?uid=5493239934&rl=1
吃瓜不可错过	2542121925	JdDDPqBak	#美国二季度GDP暴跌32.9%# 没关系，还有“暴跌”的空间，期待第三季度的数据。 ​	2020年07月30日 21:53	3	4	69	https://weibo.com/2542121925/JdDDPqBak?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDDPqBak?uid=2542121925&rl=1
投资博弈者	6200949345	JdDD8yFpp	#美国二季度GDP暴跌32.9%# 当地时间7月30日，美国商务部公布的首次预估数据显示，受新冠肺炎疫情重创，今年第二季度美国国内生产总值（GDP）按年率计算下滑32.9%，比之前预估的还下跌了2.9%，创上世纪40年代以来最大降幅。 ​	2020年07月30日 21:51		评论		https://weibo.com/6200949345/JdDD8yFpp?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDD8yFpp?uid=6200949345&rl=1
用户6804050373	6804050373	JdDCflywq	#美国二季度GDP暴跌32.9%##美国二季度GDP暴跌32.9%# q ​	2020年07月30日 21:49		评论		https://weibo.com/6804050373/JdDCflywq?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JdDCflywq?uid=6804050373&rl=1
