用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
你真的太可爱啦_	6800539407	JceRYftS7	#王婷#这个公司真的绝了 相信部分员工也是不得已 所以才会有正义的人冒险把它录音下来 也有老师看不惯 早在去年就离职 徐先生这种傲慢又无理的人 真的太恶心了 是他不自知吧 以前对艺人不管不顾 到自己上热搜了 疯狂撤热搜#Yamy公司会议录音#  不是吧 我都怀疑热一小姐姐是不是他买来转移视线的 真的赶 ​  展开全文c	2020年07月21日 16:59		评论		https://weibo.com/6800539407/JceRYftS7?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceRYftS7?uid=6800539407&rl=1
会炸毛的小菜鸡猫	7033556720	JceRsCgNl	#王婷#几百赞几十评的热搜前十然后第一条几百赞热评直接消失真的好假(●—●) ​	2020年07月21日 16:58		评论		https://weibo.com/7033556720/JceRsCgNl?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceRsCgNl?uid=7033556720&rl=1
甜筒酸奶味	6289451440	JceRjfvGb	#王婷#这个公司真的绝了 相信部分员工也是不得已 所以才会有正义的人冒险把它录音下来 也有老师看不惯 早在去年就离职 徐先生这种傲慢又无理的人 真的太恶心了 是他不自知吧 以前对艺人不管不顾 到自己上热搜了 疯狂撤热搜#Yamy公司会议录音#  不是吧 我都怀疑热一小姐姐是不是他买来转移视线的 真的赶 ​  展开全文c	2020年07月21日 16:57		评论		https://weibo.com/6289451440/JceRjfvGb?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceRjfvGb?uid=6289451440&rl=1
新剧不断更	1830275485	JceR9tcEV	#王婷#参加过创造101的训练生王婷，爆料称在极力创引力做练习生时，被指责表演风格像绿茶，公司给定位是中性风让她剪掉了及腰长发，每一个跳舞动作和笑容都需要收敛并装酷，那段时间找不到自己，每天在上演别人。最后在练习生转艺人时，鼓起勇气主动放弃，感谢自己当时的决定，表示自己现在已经越来越 ​  展开全文c	2020年07月21日 16:57	103	107	109	https://weibo.com/1830275485/JceR9tcEV?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceR9tcEV?uid=1830275485&rl=1
吃瓜少年日常事	6437759620	JceR80MFd	王婷此前也参加过创造101的训练生王婷也出来发声了！在当训练生的时候，公司工作人员曾不止一次diss她的舞台风格，且强行要求她剪短发走中性风  好在王婷后面主动离开了，要不然也够呛#王婷# ​	2020年07月21日 16:57	200	201	313	https://weibo.com/6437759620/JceR80MFd?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceR80MFd?uid=6437759620&rl=1
宇宙最甜bot	7010880301	JceR6c56U	现在#王婷#，罗智怡，罗怡恬都出来发声了，都对极创引力的所作所为进行发声！这公司是做了多么可恶的事情，才让这么多mm这么恨啊…… ​	2020年07月21日 16:57	1	3	8	https://weibo.com/7010880301/JceR6c56U?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceR6c56U?uid=7010880301&rl=1
诗诗的瞳社con	5714738286	JceQOdURo	#王婷#董颜 没想到这是俺们婷婷王离🔥最近的一次哈哈哈哈哈我们哥哥现在有个艺名叫董颜啦（不要误伤那个演员王婷谢谢大家）顺便来安利一下新剧！！！#董颜 且听风鸣##董颜雪中悍刀行# ​	2020年07月21日 16:56		5	3	https://weibo.com/5714738286/JceQOdURo?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceQOdURo?uid=5714738286&rl=1
甜味mk	6066176888	JceQGfbKu	#王婷##yamy公司会议录音# 公司不做人！ ​	2020年07月21日 16:56		1	1	https://weibo.com/6066176888/JceQGfbKu?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceQGfbKu?uid=6066176888&rl=1
弗朗西克塔	5203083863	JceQ3eU0F	#王婷# 漂亮姐姐好惨…还有多少恶心事儿是我们不知道的啊？？？讲真的，想追梦的漂亮姐姐都把眼睛擦亮了，注意避雷#Yamy公司会议录音# ​	2020年07月21日 16:54			8	https://weibo.com/5203083863/JceQ3eU0F?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JceQ3eU0F?uid=5203083863&rl=1
今日甜度228	6047563668	JcePXkioK	#王婷#徐明朝真的好low啊 不知道怎么有脸说出“公司最大的问题就是对艺人太好” ​	2020年07月21日 16:54		评论		https://weibo.com/6047563668/JcePXkioK?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JcePXkioK?uid=6047563668&rl=1
