用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
你是小松许	6572948093	Jd8g2EunT	#复工首周全国票房破亿#期待下周能有更好的成绩   我已经迫不及待想看7.31李现的电影抵达之谜了 ​	2020年07月27日 13:59			6	https://weibo.com/6572948093/Jd8g2EunT?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8g2EunT?uid=6572948093&rl=1
商业评论	1663312464	Jd8eJFuvo	【#超30部影片将在8月上映# 你要看哪部】多平台数据显示，8月份将有30余部电影上映。国产电影有《荞麦疯长》《我在时间尽头等你》《通往春天的列车》，复映片包括《哈利·波特与魔法石》《星际穿越》，引进片包括《1917》《绝地战警3》《极速车王》《初恋这首情歌》等。 ​  展开全文c	2020年07月27日 13:56	5	1	229	https://weibo.com/1663312464/Jd8eJFuvo?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8eJFuvo?uid=1663312464&rl=1
星娱	3715458153	Jd8ezDNqf	#复工首周全国票房破亿#《唐人街探案3》王宝强、刘昊然《夺冠》 巩俐、黄渤《赤狐书生》陈立农、李现《急先锋》成龙、杨洋、朱正廷《749局》王俊凯、苗苗《阴阳师》邓伦、赵又廷《花木兰》刘亦菲《姜子牙》  ​ 你最期待哪部电影？ ​	2020年07月27日 13:56	49	83	1860	https://weibo.com/3715458153/Jd8ezDNqf?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8ezDNqf?uid=3715458153&rl=1
咪咕头条资讯	6077299654	Jd8dXuz79	#复工首周全国票房破亿# 那你准备好去影院了吗快来看看有什么片值得一看吧（cr:电影班渣渣） L咪咕头条资讯的微博视频 ​	2020年07月27日 13:54			1	https://weibo.com/6077299654/Jd8dXuz79?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8dXuz79?uid=6077299654&rl=1
爆米花会飞	2707204320	Jd8dVb5bJ	#复工首周全国票房破亿# 据猫眼数据，电影院复工后全国首周票房达1.09亿元，新片《多力特的奇幻冒险》收3567万夺冠，《误杀》(重映)收2315万居亚军，《喋血战士》收1915万居季军 复工首周你看了几部电影？ ​	2020年07月27日 13:54	1	4	92	https://weibo.com/2707204320/Jd8dVb5bJ?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8dVb5bJ?uid=2707204320&rl=1
可爱能当饭吃么你说-	6223128386	Jd8dRzVzM	#复工首周全国票房破亿#唐探三昊然 ​	2020年07月27日 13:54		评论		https://weibo.com/6223128386/Jd8dRzVzM?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8dRzVzM?uid=6223128386&rl=1
北京商报	1988645095	Jd8dsv9mF	【#复工首周全国票房破亿#】根据电影专资办提供的数据，7月20日到7月26日内地影院复工首周，总票房突破1.08亿。小罗伯特·唐尼主演《多力特的奇幻冒险》3562万元夺冠，《误杀》2309万元位列第二，范·迪塞尔《喋血战士》1914万元获得季军。截止到周日（7月26日）全国有超过5000家影院恢复营业，复工率超 ​  展开全文c	2020年07月27日 13:53			1	https://weibo.com/1988645095/Jd8dsv9mF?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8dsv9mF?uid=1988645095&rl=1
圈内偶像	6060097900	Jd8drAOoM	#复工首周全国票房破亿#《唐人街探案3》王宝强&刘昊然《花木兰》刘亦菲《夺冠》 巩俐&黄渤《赤狐书生》陈立农&李现《急先锋》成龙&杨洋&朱正廷《749局》王俊凯&苗苗《阴阳师》邓伦&赵又廷《姜子牙》影院复工你最想看那部电影？  ​ 影院复工，你最想看那部电影？ ​	2020年07月27日 13:53	501	305	22339	https://weibo.com/6060097900/Jd8drAOoM?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8drAOoM?uid=6060097900&rl=1
吃瓜卫视	3383540024	Jd8dhAfKz	#复工首周全国票房破亿#复工首周全国票房破亿，来说说你支持了哪一部？ ​	2020年07月27日 13:53	114	150	2297	https://weibo.com/3383540024/Jd8dhAfKz?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8dhAfKz?uid=3383540024&rl=1
知名美少女观众	3054324425	Jd8dfqFJZ	#复工首周全国票房破亿# 复工后首周全国票房破亿！你最想去电影院看哪部电影？ ​	2020年07月27日 13:53	129	157	2342	https://weibo.com/3054324425/Jd8dfqFJZ?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd8dfqFJZ?uid=3054324425&rl=1
