用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
今日女报	1297954675	Jd7rj8Q0t	#股市#【午评丨#A股#震荡，贵金属板块大涨；#新三板#精选层开市，20家公司破发】#黄金大涨# 指数早盘震荡，截至午盘，沪指涨0.09%，深成指涨0.22%，创业板指涨0.16%。半日成交额5875亿元，北向资金净流入2.58亿元。贵金属板块大涨，盛达资源涨停。基本金属、生物疫苗、农业种植等概念领涨；三板精选、 ​  展开全文c	2020年07月27日 11:54		评论		https://weibo.com/1297954675/Jd7rj8Q0t?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd7rj8Q0t?uid=1297954675&rl=1
21世纪经济报道	1651428902	Jd7q7vNYO	#股市#【午评丨#A股#震荡，贵金属板块大涨；#新三板#精选层开市，20家公司破发】#黄金大涨# 指数早盘震荡，截至午盘，沪指涨0.09%，深成指涨0.22%，创业板指涨0.16%。半日成交额5875亿元，北向资金净流入2.58亿元。贵金属板块大涨，盛达资源涨停。基本金属、生物疫苗、农业种植等概念领涨；三板精选、 ​  展开全文c	2020年07月27日 11:52	2	2	7	https://weibo.com/1651428902/Jd7q7vNYO?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd7q7vNYO?uid=1651428902&rl=1
北京商报	1988645095	Jd7oJvrfO	【黄金上扬直逼历史高位 看涨金价结构性产品顺势走俏】#黄金大涨#作为避险资产的黄金，近期涨势瞩目，一举站上1900美元关口。随着黄金的暴涨，黄金理财产品的发行也受到热捧。7月26日，北京商报记者注意到，包括交通银行、招商银行、华夏银行等在内的多家银行近期推出了挂钩黄金的结构性存款/理财，以 ​  展开全文c	2020年07月27日 11:48	1	评论		https://weibo.com/1988645095/Jd7oJvrfO?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd7oJvrfO?uid=1988645095&rl=1
Amor蓝色妖姬	3547797954	Jd7ok7ZZT	焦点坊谈#黄金大涨催热回购业务#【#南京# 国际金价创9年新高 不买反卖催热回购业务】国际金价近期突破每盎司1800美元关口，创下9年新高。周末记者走访南京太平南路黄金一条街发现，不仅现货金价水涨船高，还带火了黄金回购业务，回收价也创下近年来新高，在380-420元每克，你会卖掉压箱底的黄 ​  展开全文c	2020年07月27日 11:47		评论		https://weibo.com/3547797954/Jd7ok7ZZT?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd7ok7ZZT?uid=3547797954&rl=1
中新经纬	5993531560	Jd6VqktiA	#黄金大涨#【时隔九年 #黄金价格再创历史新高# 你囤黄金了吗】#股市#周一（7月27日）早盘，现货黄金跳空低开后持续上扬，最高突破1910美元/盎司，距离历史高位仅余大约10美元。时隔9年，3247天，现货黄金价格再次站上历史高点。港股黄金及贵金属股持续走高，中国黄金国际与山东黄金涨约6. ​  展开全文c	2020年07月27日 10:36	249	575	976	https://weibo.com/5993531560/Jd6VqktiA?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd6VqktiA?uid=5993531560&rl=1
每日经济新闻	1649173367	Jd6QfmTnI	#黄金价格创历史新高#【#黄金大涨#！现货黄金突破1921美元/盎司】当地时间7月27日，时隔9年，现货黄金价格再次站上历史高点，突破2011年9月6日历史最高价1920.24美元，现货黄金一度升破1921.18美元/盎司，创纪录新高，日内涨1%。黄金分析师分析主要原因，一个是在过去一两周的时间里，全球这种疫情的 ​  展开全文c	2020年07月27日 10:23	17	14	42	https://weibo.com/1649173367/Jd6QfmTnI?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/Jd6QfmTnI?uid=1649173367&rl=1
润商文化	6866787306	JanDDr4Sp	#黄金大涨# 【黄金大涨！金价创9年新高】房价、股价、金价越涨，说明你越穷。 房子、股票、黄金，作为三类最常见的投资标的，齐头上涨实属诡异。资金，最先是用来消费，余下的才会被用来投资。同样的一块钱，投入到股市里，就不会分身投到楼市里。造成现在这种三类投资品齐头并进的局面，说明市场 ​  展开全文c	2020年07月09日 11:38		评论		https://weibo.com/6866787306/JanDDr4Sp?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JanDDr4Sp?uid=6866787306&rl=1
钻石回收价格	6022866242	J9cM2dTqF	#黄金##黄金回收#黄金回收价格，黄金回收多少钱一克，黄金回收价格，18K金回收，铂金回收价，PT950回收，钯金回收价，PD950回收，银料回收价，银925回收，今日黄金回收价，钻石戒指回收，主营：为客户提供贵金属定价、结价、提货、存货、投资以及回购业务。 2020年07月1号#黄金回收##钻石回收# ​  展开全文c	2020年07月01日 18:08		评论		https://weibo.com/6022866242/J9cM2dTqF?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/J9cM2dTqF?uid=6022866242&rl=1
链上密码	7468650320	J932Kb75l	#我的第一条微博# #黄金大涨# 关于近日黄金大涨的事件，想必大家也知道了，相信很多人已经管不住自己的钱包了，为此，阿链想讲一下自己的看法。黄金目前价位比较高，另外，黄金受人为因素的影响多，不确定因素大，因此不建议大家盲目重仓上车。总之切记：投资有风险，理财需谨慎。（感兴趣的可以关注头 ​  展开全文c	2020年06月30日 17:22			3	https://weibo.com/7468650320/J932Kb75l?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/J932Kb75l?uid=7468650320&rl=1
陈劲泰	2436963121	J4B6VxOkE	黄金#黄金大涨##投资# 陈劲泰：6.1黄金1730支撑多，原油34.5多！最近一周没有更新黄金分析了，因为走势没法看，四月底的时候提到五月份看涨黄金刷新高上1800，六月份看涨黄金上2000。经过上周的触底反弹，总算又燃起了了希望。上周黄金在1710形成双底后走反弹，周尾在1737受阻回落，最终收 ​  展开全文c	2020年06月01日 10:54		评论		https://weibo.com/2436963121/J4B6VxOkE?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/J4B6VxOkE?uid=2436963121&rl=1
