hashtag,CreationTimeofDay,MinRank,Duration2hsl
贝索斯听证会偷吃零食,2021-10-13 15:58:00,20,3.8080115863888886
为什么火箭能飞太空飞机却不行,2021-10-13 17:32:00,25,2.409148302222222
狗狗是最能治愈我的动物了,2021-10-13 17:14:00,22,12914.709148333057
口袋黑巧脆皮冰激凌,2021-10-13 18:02:00,32,482.0014332127778
美国二季度GDP暴跌32.9%,2021-10-13 14:30:00,14,6.629282236944444
巴西第一夫人新冠病毒检测阳性,2021-10-13 23:42:00,2,7.467153603333333
河北23年前抢劫运钞车案告破,2021-10-13 09:28:00,14,21.700487022222223
杨玏为陈屿打call,2021-10-13 21:06:00,3,10.235616650833332
美国共和党前总统竞选人感染新冠去世,2021-10-13 22:44:00,17,8.602283391666667
福奇警告称美国疫情正向中西部蔓延,2021-10-13 06:45:00,6,0.6695815005555555
抖音微信读书侵害用户个人信息,2021-10-13 16:58:00,6,14.957338081666666
辽宁新增11例本土病例,2021-10-13 07:53:00,11,0.37659456861111107
世卫警告年轻人也是新冠病毒易感者,2021-10-13 21:43:00,12,10.543261258055557
新疆新增本土病例112例,2021-10-13 07:59:00,2,0.7806035875
英国巨石阵石料来源之谜被揭开,2021-10-13 16:33:00,19,16.38199570277778
陕西禁止任何形式家暴,2021-10-13 23:15:00,19,9.766123363611111
驻港仪仗女兵一年穿破3双马靴,2021-10-13 15:01:00,24,18.251284883055554
新发地聚集性疫情在院病例降至个位数,2021-10-13 08:59:00,7,0.7885434580555556
网络游戏实名认证系统,2021-10-13 07:36:00,11,2.255925483888889
三浦春马遗作将正常播出,2021-10-13 07:10:00,10,2.8571781372222222
国台办回应李登辉病亡,2021-10-13 23:21:00,7,10.841840567499998
跳blackpink的小男孩,2021-10-13 22:46:00,5,11.677057519722222
检方回应对给女同伴下药嫌犯存疑不捕,2021-10-13 19:56:00,18,14.510390878611112
无人机连续136天喂养兀鹫宝宝,2021-10-13 18:39:00,17,16.549708363055554
北斗三号全球卫星导航系统正式开通,2021-10-13 21:27:00,5,11461.917797072778
詹姆斯单臂暴扣,2021-10-13 10:09:00,33,1.2177972752777777
德国二季度GDP,2021-10-13 16:04:00,35,19.301130648055555
深圳按积分摇号买房,2021-10-13 06:59:00,23,4.721314304444444
阴阳师阴间Boss,2021-10-13 10:18:00,29,1.4046476705555557
大连主城区核酸采样工作完成,2021-10-13 10:48:00,27,25.15688649361111
管理方回应衡山魔性黄盖雕像,2021-10-13 09:13:00,30,2.7402199394444446
祖孙三代收藏1万多个卷笔刀,2021-10-13 23:30:00,16,156.70890571833334
苹果1比4拆股,2021-10-13 04:59:00,21,7.3097080125
詹姆斯补篮绝杀,2021-10-13 12:05:00,11,0.5457593702777778
伦敦运河边的芭蕾舞者,2021-10-13 12:12:00,36,0.5130283841666666
阿云嘎工作室成立,2021-10-13 11:14:00,24,2.151680467222222
2006年的华语乐坛,2021-10-13 10:26:00,27,3.119761562222222
孙家栋坐轮椅见证北斗三号正式开通,2021-10-13 10:33:00,11,3.0030949283333332
阿里云新建三座超级数据中心,2021-10-13 11:12:00,32,3.194781343888889
川大魔性招生视频制作者回应,2021-10-13 08:08:00,28,6.429443278333333
韩国政府收回父母惩戒权,2021-10-13 20:28:00,6,18.264316507222222
三星苏州电脑工厂只保留研发部门,2021-10-13 11:25:00,26,3.3990713061111113
上海坚持房住不炒,2021-10-13 19:27:00,17,19.449733416388888
起底曲阜女德班背后团体,2021-10-13 17:00:00,27,21.983745120555557
农村乱占耕地建房实施八不准,2021-10-13 12:16:00,38,2.7170784866666664
郑希怡受伤,2021-10-13 19:43:00,3,499.51910331333335
临沂暴雨,2021-10-13 08:24:00,32,70686.83577002388
三轮车上的公主椅,2021-10-13 07:55:00,18,7.487302424166667
中国新说唱海选录制,2021-10-13 14:45:00,20,25.327342234444444
郑云龙工作坊,2021-10-13 16:10:00,19,-0.004858221111111111
武汉今年将新建100个口袋公园,2021-10-13 08:02:00,19,8.128475189166666
李娜担任中国网球巡回赛大使,2021-10-13 13:43:00,8,2.697863341666667
美团可通过设置继续使用支付宝,2021-10-13 18:10:00,22,22.24786338638889
明日之子芭莎乐队大片,2021-10-13 15:34:00,24,1.2685870269444444
朝阳连发四预警,2021-10-13 14:54:00,18,2.3556925419444448
暴风集团冯鑫被公诉,2021-10-13 15:08:00,29,26.12235925138889
孙铭徽45分,2021-10-13 15:10:00,18,2.761122525833333
福建淘汰广厦,2021-10-13 15:10:00,39,3.2655119416666665
警方通报武汉协和医院护士坠楼,2021-10-13 18:03:00,18,0.46607863000000005
美国科技四巨头总市值大涨,2021-10-13 15:05:00,28,27.516841064722225
香港特区立法会选举推迟,2021-10-13 18:14:00,15,0.7027486372222222
爱尔兰狗粮工厂发生聚集性感染,2021-10-13 06:39:00,27,12.706529886944445
深圳停止商务公寓审批,2021-10-13 14:31:00,14,5.681101928888888
明起医护人员可申领电子证照,2021-10-13 15:35:00,11,4.614435341111111
北京增发2万个新能源小客车指标,2021-10-13 17:07:00,9,3.249127653888889
美国租房者拖欠215亿美元租金,2021-10-13 11:20:00,32,9.873193885833334
张真源跳BLACKPINK新歌,2021-10-13 23:02:00,26,670.6812653719445
杨易脑王之王,2021-10-13 23:09:00,31,0.6784904875000001
许飞道歉,2021-10-13 20:53:00,1,10.51066870888889
张子枫最受传媒关注女主角,2021-10-13 21:03:00,1,10.429316808888888
金晨 不进步就会被淘汰,2021-10-13 13:01:00,5,18.803303544166667
瑞幸咖啡回应被立案调查,2021-10-13 21:36:00,18,10.388775530833334
美国24小时新增新冠超6.6万人,2021-10-13 01:19:00,13,6.672108912222222
张庆鹏37分,2021-10-13 21:04:00,23,10.922108991666667
世卫称新冠肺炎疫情影响将持续数十年,2021-10-13 07:00:00,6,1.0729406011111111
辽宁新增8例本土病例,2021-10-13 07:58:00,14,72.699547935
赵丽颖责任心,2021-10-13 22:52:00,11,9.799548036666666
山西通报专升本押题事件,2021-10-13 22:01:00,15,10.818652900555556
成都征兵海报,2021-10-13 19:52:00,20,13.222590255833333
乘风破浪 留守儿童合唱团,2021-10-13 13:45:00,20,19.42315030027778
新疆新增本土病例31例,2021-10-13 08:25:00,22,1.2734454222222222
31省区市新增45例确诊,2021-10-13 08:43:00,39,0.9734454655555556
新疆14540人正接受医学观察,2021-10-13 03:38:00,6,6.056778842777778
三峡升船机太神奇了,2021-10-13 09:51:00,23,0.010237802222222222
预防性疫苗等不纳入基本医保,2021-10-13 08:03:00,5,1.9791060486111112
记者探访港版方舱医院,2021-10-13 23:10:00,35,10.946349025555556
官方回应残疾人领结婚证遭拒,2021-10-13 21:05:00,2,13.197744567500001
湖人快船裁判报告,2021-10-13 10:26:00,24,5231.847744600833
100秒混剪人民军队的精气神,2021-10-13 20:40:00,30,13.95030172111111
世卫称新冠疫情是百年一遇健康危机,2021-10-13 16:20:00,10,18.283635107777776
北斗,2021-10-13 17:29:00,8,66569.72256899277
有你皆安,2021-10-13 14:21:00,20,21.10819840972222
渡边杏东出昌大离婚,2021-10-13 21:27:00,11,14.092062571111112
71岁老兵制作蛋雕迎八一,2021-10-13 10:00:00,21,25.7941263725
哈登得分,2021-10-13 12:37:00,23,5879.261451010556
驻香港部队举行八一升国旗仪式,2021-10-13 09:01:00,7,3.1139631175
大连号召全民抗疫参战,2021-10-13 10:51:00,24,1.2806300980555556
湖北连发74条高温预警,2021-10-13 09:07:00,4,3.5192882583333334
乘风破浪 实力和人气,2021-10-13 22:34:00,7,182.66041030083335
字母哥36分,2021-10-13 13:56:00,22,14663.546685389443
乘风破浪的无价之军,2021-10-13 14:46:00,22,22.797319374999997
福奇称未全面关闭是美国新冠激增主因,2021-10-13 12:36:00,12,1.132482071388889
公交司机停车救助突然晕倒交警,2021-10-13 17:38:00,19,20.351542739166664
四川一副镇长救灾中被飞石击中牺牲,2021-10-13 13:21:00,6,0.80290224
美国阿拉斯加两飞机相撞致7死,2021-10-13 10:37:00,14,3.704472415
中餐厅片头,2021-10-13 22:37:00,7,15.957991021666666
调料弄撒了如何补救,2021-10-13 11:31:00,20,3.394249166944445
生活家开机,2021-10-13 12:00:00,30,3.1635279755555556
被贷款1200万女子方回应,2021-10-13 10:38:00,2,28.78216867861111
大连确诊和疑似患者个人不需负担费用,2021-10-13 10:31:00,2,5.319061580277777
德国小镇麦田怪圈,2021-10-13 15:27:00,10,48.38572827333333
大张伟 没有梦想无忧无虑,2021-10-13 19:02:00,11,21.05418982
香港方舱医院启用,2021-10-13 15:10:00,33,1.0047686119444446
台风森拉克,2021-10-13 09:10:00,14,49759.172690696665
如何快速化解尴尬,2021-10-13 14:45:00,23,1.8415055455555556
北京2020年养老金计算基数确定,2021-10-13 12:41:00,32,3.9922817983333334
张萌天津话rap,2021-10-13 13:22:00,26,28.149579074722222
福州周末及节假日公交地铁免费,2021-10-13 15:52:00,39,1.649579213611111
福建特大走私象牙案宣判,2021-10-13 11:00:00,28,6.6001797841666665
张雨绮 乘风破浪核心精神,2021-10-13 14:28:00,10,219.5542578147222
12岁男孩回应成功横渡琼州海峡,2021-10-13 15:35:00,6,2.689890383055556
福建71年来7月首次无台风,2021-10-13 17:36:00,23,0.7574975811111112
神农架崖蜜开割,2021-10-13 20:21:00,20,22.007497604444445
缓解司机疲劳的奇妙设计,2021-10-13 15:16:00,24,3.2589963452777777
景区滑翔机坠落致5人受伤,2021-10-13 17:47:00,6,0.9105047144444445
非裔美国人新冠死亡率是白人2.5倍,2021-10-13 16:01:00,21,2.9294636366666666
超8成韩国中小企业今年不招聘,2021-10-13 16:17:00,10,2.998785669166667
北京小学生给抗洪小哥哥写信,2021-10-13 09:31:00,37,10.1015031925
香港连续11天单日新增超百例,2021-10-13 17:14:00,14,4.498702029166667
意大利96岁老人获得学士学位,2021-10-13 20:25:00,7,10.852779044444445
救下4人的战士收到一等功喜报,2021-10-13 21:40:00,13,33.602779088333335
用挖掘机挡客车村民捐出奖金修桥,2021-10-13 20:00:00,30,11.269445798888889
印度造船厂起重机倒塌,2021-10-13 22:17:00,18,8.98611251
云南千亩竹林遭竹蝗啃食,2021-10-13 11:23:00,12,20.139639477777777
明日之子为什么搞淘汰赛制,2021-10-13 22:01:00,8,9.759302375277779
世卫称全球新冠疫情风险仍然非常高,2021-10-13 22:58:00,13,8.977504000277778
外国大叔与狗狗的日常神同步,2021-10-13 19:34:00,20,36.37750406055556
浙江立法网游广告不得含装备换现金,2021-10-13 20:00:00,32,12.28579388388889
大连新增3例确诊,2021-10-13 14:43:00,32,233.56912747972223
首批7名先遣队员赴香港协助抗疫,2021-10-13 07:38:00,24,0.7363467033333334
八月星空,2021-10-13 08:53:00,23,47.48634672777778
微软暂停收购TikTok美国业务谈判,2021-10-13 06:31:00,5,1.9388352972222223
美国24小时新增新冠超6万人,2021-10-13 06:01:00,24,2.6914651258333335
美众议员故意问福奇一堆可笑问题,2021-10-13 17:57:00,13,14.758131879722223
中国首部海外维和战地纪实电影,2021-10-13 20:55:00,8,60.04628650083333
美国布什号航母暴发新冠疫情,2021-10-13 08:19:00,14,0.6462866216666666
浙江舟山2198艘渔船开渔出海,2021-10-13 20:46:00,10,84.19628666472222
新疆新增本土病例30例,2021-10-13 18:18:00,10,14.747520243333334
山东新增菲律宾输入确诊病例3例,2021-10-13 08:09:00,15,1.0756345058333332
31省区市新增确诊49例,2021-10-13 07:56:00,33,1153.7157518441668
TikTok美国区总经理称不会离开,2021-10-13 15:11:00,6,18.550829465277776
海南省首次发现蜻蜓新物种,2021-10-13 15:13:00,17,18.857648488055556
武汉新增境外输入3例,2021-10-13 09:23:00,5,0.6909820186111112
大连关停凯洋海鲜公司及周边企业,2021-10-13 10:13:00,10,0.367751205
星际穿越重映,2021-10-13 14:57:00,27,5036.822783263611
湖人对猛龙11连败,2021-10-13 08:52:00,19,2.992537208888889
张文宏谈香港防疫,2021-10-13 12:10:00,32,0.7974333216666667
甘肃52岁民警因公牺牲,2021-10-13 15:59:00,23,21.322292980277776
见过最有趣的地名,2021-10-13 13:19:00,23,2.1004805255555556
航天头盔式新冠面罩,2021-10-13 13:04:00,24,2.687065620277778
黄河壶口瀑布现入汛以来最大流量,2021-10-13 11:10:00,22,4.587065652777778
八佰定档,2021-10-13 19:12:00,17,10652.721667730279
三体阵容,2021-10-13 15:26:00,16,0.9086688602777777
长歌行预告,2021-10-13 15:12:00,11,1.5620351308333333
乌鲁木齐确诊疑似无症状救治全免费,2021-10-13 17:26:00,11,0.5068856975
V5终结JDG十一连胜,2021-10-13 11:01:00,24,7.259935979722222
大连广播电视台为不当言论道歉,2021-10-13 08:12:00,20,154.2452941488889
发现乘客系密接的哥教科书式防疫,2021-10-13 15:54:00,12,2.9653104797222225
边防战士海拔4900米哨所种出西瓜,2021-10-13 16:30:00,28,2.6177899194444443
美国多州出现沙门氏菌感染事件,2021-10-13 18:10:00,26,1.2036735152777778
21世纪仅6次十五的月亮十四圆,2021-10-13 19:00:00,14,0.6227301813888889
印度教育部将审核孔子学院,2021-10-13 13:15:00,20,7.128962220277778
有翡海报,2021-10-13 12:41:00,18,8.789675824166666
中国火星车越野能力有多强,2021-10-13 18:20:00,31,4.872543141666666
白宫官员称美国将于11月3日大选,2021-10-13 23:32:00,2,7.7413633866666665
青岛12家景区对所有游客免门票,2021-10-13 20:30:00,17,10.774696798888888
俄罗斯新冠疫苗将免费接种,2021-10-13 23:28:00,2,32.23631589527778
近4成充电宝抽检不合格,2021-10-13 14:58:00,18,17.07745706277778
中储粮回应外人禁带手机进粮库,2021-10-13 06:15:00,6,2.047346440277778
北斗心脏精度每三百万年差1秒,2021-10-13 08:16:00,5,0.6300658736111111
证监会拟对陆正耀处以二十万元罚款,2021-10-13 07:43:00,25,1.2653209527777778
31省区市新增确诊43例,2021-10-13 08:07:00,10,1.6436998547222221
上海水上移动医院,2021-10-13 08:00:00,19,2.098771436111111
大连新增本土确诊8例,2021-10-13 09:22:00,2,1.2361547272222222
红通人员曲志林回国投案,2021-10-13 09:59:00,10,0.61948812
SpaceX载人飞船成功返航,2021-10-13 06:13:00,30,4.470570720555555
北斗产品已出口120余个国家和地区,2021-10-13 09:54:00,25,0.9553544833333333
大部分智能手机均支持北斗功能,2021-10-13 19:49:00,6,111.37492621
大连疫情或由境外输入引起,2021-10-13 10:29:00,5,0.8766484661111111
广西一小学连续期末发鱼奖励学生,2021-10-13 21:20:00,18,14.278818200833333
钟南山成为共和国勋章建议人选,2021-10-13 11:20:00,3,0.3643320447222222
火箭战胜雄鹿,2021-10-13 11:13:00,37,0.48099890638888887
5G和北斗具有天然的融合性,2021-10-13 10:57:00,15,0.9167620872222223
八佰否认下发发行通知,2021-10-13 10:53:00,21,1.2357919436111109
沈力遗体告别仪式,2021-10-13 08:24:00,10,75.71912530861111
大连疫情可能始于海产品加工车间,2021-10-13 10:55:00,5,2.2117937225
世界濒临至少50年来最严重粮食危机,2021-10-13 10:40:00,4,2.5459267241666668
本特利打瞌睡的样子,2021-10-13 22:13:00,21,15.163824366944443
第4号台风黑格比即将登陆,2021-10-13 11:16:00,12,2.4508594858333335
小伙重拾失传高楼米线绝活,2021-10-13 08:14:00,7,5.998992190277778
三大战区海军航空兵战机亮相,2021-10-13 14:08:00,9,0.27011807972222224
美国最老牌百货商店申请破产,2021-10-13 08:55:00,11,5.739139850277779
考古女孩钟芳蓉连夜给樊锦诗回信,2021-10-13 13:41:00,2,1.9882493769444445
温岭一煤气瓶爆炸致房屋倒塌,2021-10-13 13:31:00,22,2.322936942777778
美国一夏令营发生集体感染,2021-10-13 19:35:00,12,44.256270361666665
紫禁城建成600年金银纪念币发行,2021-10-13 15:20:00,15,0.7581536133333333
男子驾摩托拒让行救护车被重罚,2021-10-13 11:00:00,28,5.175537283055555
西班牙公司研发抗新冠床垫,2021-10-13 12:52:00,27,3.3088706599999997
央视主持人缅怀沈力,2021-10-13 12:51:00,20,3.3255373699999997
幻紫芋泥奶酪蛋挞,2021-10-13 12:05:00,22,4.596418078888888
被通缉乱港分子自称美国人,2021-10-13 11:08:00,15,29.63236055861111
云南九价HPV疫苗供货紧张,2021-10-13 12:21:00,2,4.752605750000001
鸡蛋价格一个月飙涨逾六成,2021-10-13 13:45:00,2,3.4365462183333335
韩国摄像头职业猎人,2021-10-13 15:40:00,12,1.604187351388889
武汉民警被晒出口罩脸,2021-10-13 22:01:00,21,19.254187394722223
陌生的恋人预告,2021-10-13 16:00:00,17,1.6068323730555554
巴基斯坦电视被黑出印度国旗,2021-10-13 13:15:00,7,4.524720553055555
宋茜暗夜流光礼服裙,2021-10-13 16:36:00,6,1.6792877538888888
孙悦11投0中,2021-10-13 17:22:00,4,0.9126211694444444
高考作文考察学生什么能力,2021-10-13 08:40:00,14,9.696619263611112
耀客发布会,2021-10-13 22:47:00,38,20.420599753055555
黄河壶口瀑布现水岸齐平景观,2021-10-13 12:09:00,32,7.222051979722223
杨洋迷彩服,2021-10-13 00:00:00,21,691.4564268647222
EDG首次无缘季后赛,2021-10-13 19:07:00,34,0.8433762744444444
下月起8类药品不再医保报销,2021-10-13 22:22:00,29,21.59337630222222
高分留守女孩回应报考古没钱途,2021-10-13 13:38:00,23,6.3267096630555555
吮指年糕香辣蟹,2021-10-13 13:03:00,29,271.33014791666665
央视专访阿木爷爷,2021-10-13 08:33:00,31,12.755100089166667
六月十四月亮圆,2021-10-13 20:03:00,12,122.34848689555555
大连晕倒卫计专干身体已好转,2021-10-13 18:49:00,18,12.554573328888889
老人为抗洪战士扇扇子,2021-10-13 22:35:00,37,152.78790671166666
巧妙地接住了所有水,2021-10-13 22:04:00,18,33.30457342194445
杨紫杨洋七夕大片,2021-10-13 13:05:00,16,18.634079657500003
美国24小时新增新冠超4万例,2021-10-13 06:16:00,13,1.6193110816666667
美国新冠肺炎确诊超469万,2021-10-13 06:18:00,2,1.5859778747222224
台风黑格比登陆浙江沿海,2021-10-13 22:06:00,14,10.130054433611111
文牧野 致敬所有电影工作者,2021-10-13 20:56:00,11,11.382881303055555
世卫警告新冠可能永远没有特效药,2021-10-13 14:02:00,2,18.625678359166667
世卫结束在华新冠溯源预备性磋商,2021-10-13 23:49:00,12,8.842345146388888
小女孩积水中弯腰捡垃圾,2021-10-13 22:30:00,17,10.327678365555556
新疆新增本土病例28例,2021-10-13 08:29:00,12,24.687404767777778
重庆的地铁站能有多深,2021-10-13 10:16:00,16,9263.24638888639
660多种外来物种入侵中国,2021-10-13 07:59:00,20,1.7899173858333335
北京现绝美橘色朝霞,2021-10-13 20:07:00,22,13.741697092222223
世卫将牵头派遣专家组赴武汉开展研究,2021-10-13 23:49:00,36,10.125734872222221
31省份养老金已全部上涨,2021-10-13 13:18:00,15,116.64240157138889
本钢,2021-10-13 13:28:00,18,75572.55964666362
李斯丹妮王智 复古disco,2021-10-13 21:10:00,4,13.111568023333334
黑人之死执法记录仪画面,2021-10-13 08:25:00,16,1.9458504027777779
挪威一游轮发生新冠聚集性感染,2021-10-13 00:10:00,13,10.532143758055556
小伙用百变画笔练就隐身术,2021-10-13 17:34:00,30,17.132143843888887
安徒生逝世145周年,2021-10-13 00:00:00,29,10.95080348361111
大爷用蔬菜制作出动物世界,2021-10-13 22:03:00,26,325.23689897083335
男子拒戴口罩捶公交司机16拳获刑,2021-10-13 18:47:00,12,16.75558330861111
大连封闭80个居民小区,2021-10-13 08:48:00,19,147.41181950555554
苹果回应小i机器人索赔100亿元,2021-10-13 18:41:00,27,17.52848619583333
湖人锁定西部第一,2021-10-13 22:04:00,7,6494.229154242778
祁连山非法采煤获利百亿,2021-10-13 08:51:00,15,3.445820942777778
民间大神打脸现场,2021-10-13 08:01:00,32,52.61554652638888
浓眉42分,2021-10-13 11:47:00,32,0.9329941625
舒淇出演林俊杰MV,2021-10-13 12:00:00,6,0.8845504166666667
仙桃一化工厂闪爆致6死4伤,2021-10-13 08:00:00,13,5.052832950833333
浙江乐清城区多处内涝,2021-10-13 10:07:00,22,3.0203134705555557
章子怡VOGUE金九封面,2021-10-13 20:26:00,18,16.871722415
路人看到王俊凯的表情,2021-10-13 12:19:00,4,1.3247581877777779
阅过兵又抗洪的兵哥哥领证,2021-10-13 14:34:00,19,0.08421924166666667
张雨绮山东话rap,2021-10-13 12:40:00,19,2.152055292777778
哈尔滨一厂房坍塌,2021-10-13 13:35:00,12,1.4874583716666665
谭德塞发出口罩动员令,2021-10-13 22:01:00,27,17.559299370555557
救下4人的战士将一等功奖金捐出,2021-10-13 15:22:00,22,0.7979425530555555
北京高温再破纪录,2021-10-13 15:08:00,12,1.2833082280555554
外交部回应美方打压Tiktok,2021-10-13 16:26:00,20,0.9084543572222221
柳叶刀主编称西方以反华掩饰失败,2021-10-13 14:21:00,12,3.1599360683333333
国内智能终端市场苹果占比21.6%,2021-10-13 14:46:00,32,99.16317465194444
美国聋人协会起诉白宫,2021-10-13 16:01:00,24,1.9973978758333333
日本智能口罩可翻译8种语言,2021-10-13 16:48:00,6,1.6340243980555555
华西医院10名专家赴阿塞拜疆抗疫,2021-10-13 12:45:00,7,6.272205780555556
卡西利亚斯退役,2021-10-13 14:59:00,28,10708.542871095276
赫海9月回归,2021-10-13 10:11:00,25,9.51134022
百花奖候选名单,2021-10-13 17:23:00,9,2.3113402527777778
张艺兴帽子戏法教程,2021-10-13 22:57:00,10,236.74467361861113
江西高院负责人向张玉环赔礼道歉,2021-10-13 16:30:00,7,3.278607042222222
曾繁日被驱逐,2021-10-13 20:49:00,12,0.3070134277777778
曾可妮给林书豪打call,2021-10-13 18:37:00,20,2.7596293758333332
大脑被强制开机是什么体验,2021-10-13 18:39:00,24,2.726296207222222
哈尔滨仓库坍塌已致4人遇难,2021-10-13 20:26:00,13,2.035949986388889
小伙用老物件拍视频还原80后童年,2021-10-13 20:00:00,27,3.2269010594444443
关于夏天的美好瞬间,2021-10-13 19:58:00,36,939.5964135597222
中国海警局破获特大走私案,2021-10-13 17:59:00,12,13.070400765
穿越火线追梦赤子心,2021-10-13 15:00:00,34,16.053734384444446
汤显祖的千层套路,2021-10-13 07:23:00,13,0.09143869527777777
花木兰放弃北美院线发行,2021-10-13 05:26:00,4,2.1255658391666667
南京天空之镜石臼湖,2021-10-13 10:36:00,10,117.0429649975
暴雨台风双预警,2021-10-13 06:59:00,13,0.6596317230555556
泰国威胁将对Facebook采取法律行动,2021-10-13 07:42:00,7,24.19508815388889
黄金价格突破2000美元,2021-10-13 00:21:00,7,7.545088186666666
26年前张玉环故意杀人案6大疑点,2021-10-13 17:11:00,18,14.711754978333333
曾繁日道歉,2021-10-13 00:22:00,15,8.032944362222223
我的性格像烧烤,2021-10-13 22:01:00,19,10.382944387222222
黎巴嫩总理证实2700吨硝酸铵爆炸,2021-10-13 07:45:00,10,0.7335873125000001
黎巴嫩总理宣布8月5日为国家哀悼日,2021-10-13 08:02:00,29,0.5343947138888889
香港负压病房使用率达上限,2021-10-13 15:58:00,14,16.769041594166666
刘雨昕再唱想见你,2021-10-13 20:30:00,16,2604.4040894444443
驻黎巴嫩大使馆提醒中国公民注意安全,2021-10-13 08:13:00,31,0.8555924408333333
台风过后男子家中下水道喷垃圾,2021-10-13 07:05:00,18,2.3256370297222224
爆炸目击者说整座城下起碎玻璃雨,2021-10-13 07:26:00,5,2.0596548013888887
张玉环接受江西高院的道歉,2021-10-13 21:11:00,12,12.30965486138889
少女时代合体,2021-10-13 12:50:00,3,8853.584714624443
独居老人家中摔倒4天靠敲盆获救,2021-10-13 17:00:00,10,41.586227390833336
大连下架封存凯洋海鲜公司涉疫产品,2021-10-13 10:01:00,12,0.8216215219444444
浙江省教育考试院回应满分作文,2021-10-13 00:15:00,14,10.588288250555555
杭州天气,2021-10-13 11:20:00,19,24335.92587443472
巴西副总统欢迎华为参与本国5G竞标,2021-10-13 05:39:00,7,5.945440253888889
快递柜取件码安全性存疑,2021-10-13 10:33:00,3,1.0454404619444444
长影著名导演姜树森去世,2021-10-13 19:06:00,15,16.57984503138889
暂无中国公民在爆炸中死亡,2021-10-13 08:13:00,32,3.547086358888889
贝鲁特市长接受采访时痛哭,2021-10-13 06:26:00,31,5.414376718888889
游客被洪水冲走瞬间消防员一把抓住,2021-10-13 10:41:00,15,1.2483483283333334
李宇春像极了上课怕被点名的我,2021-10-13 20:10:00,16,15.849310848611111
北京市民可随手拍举报交通违法行为,2021-10-13 10:38:00,25,1.7193659272222224
德阳安医生自杀案今日开庭,2021-10-13 10:55:00,5,1.5199803316666667
新冠疫情影响全球超10亿学生,2021-10-13 07:32:00,9,4.90331373
广东湛江20公里银滩变黑滩,2021-10-13 10:32:00,23,25.98756193583333
央视评男教师10年猥亵20多名男生,2021-10-13 10:31:00,10,2.004228631388889
英雄联盟灵能特工皮肤,2021-10-13 01:00:00,24,11.5208953275
大学生制作高校土味宣传片,2021-10-13 17:32:00,32,19.15585628222222
杭州新增1例无症状感染者,2021-10-13 16:43:00,5,2612.3087310119445
擅摘并蒂莲者被纳入不文明行为记录,2021-10-13 18:52:00,23,18.24296017638889
郑爽港风造型,2021-10-13 10:43:00,4,2.561414484166667
杭州排查新增无症状感染者活动轨迹,2021-10-13 13:03:00,18,0.7331041672222222
导致爆炸的2750吨硝酸铵堆放了6年,2021-10-13 11:54:00,5,2.135467316111111
邓伦 人生难得窝囊,2021-10-13 08:31:00,3,6.3604422566666665
大理洱海现龙吸水,2021-10-13 11:53:00,4,3.7505608769444447
为暗恋的人做哈利波特攻略,2021-10-13 15:15:00,10,24.468162862222222
鹿晗连续6天拍打戏中暑,2021-10-13 09:12:00,16,6.602548611666666
深圳地铁方面回应童言广告语,2021-10-13 14:42:00,12,1.6915848013888888
爷爷打着手电给孙女看报考资料,2021-10-13 14:23:00,18,2.177005108611111
冯远征拟任北京人艺副院长,2021-10-13 15:00:00,26,1633.7289334175
女团成员因私联粉丝被判赔35万,2021-10-13 11:17:00,3,5.781648663333333
航拍黎巴嫩爆炸现场,2021-10-13 12:43:00,7,4.937272706944445
黎巴嫩政府为遇难者哀悼三天,2021-10-13 13:59:00,20,3.922730014722222
香港新增确诊病例85例,2021-10-13 17:12:00,14,1.2106353108333332
杨幂粉色旗袍,2021-10-13 17:36:00,4,121.14685814805556
王毅接受新华社专访,2021-10-13 18:22:00,8,1.3049966777777777
郑允浩 露脸口罩,2021-10-13 11:44:00,5,8.190914654166667
ES TES,2021-10-13 15:07:00,17,4829.059526922223
倪妮李佳琦直播,2021-10-13 13:05:00,16,7.849828278333334
上海开出首张控烟顶额罚单,2021-10-13 13:26:00,17,18.68428825361111
辽宁新增3例本土病例,2021-10-13 07:52:00,9,96.58726689277778
新疆新增本土病例27例,2021-10-13 08:17:00,8,0.8427392794444445
杀害襄阳7岁女童嫌疑人被抓获,2021-10-13 07:11:00,8,1.9427393105555555
深圳地铁,2021-10-13 11:02:00,17,11230.09273942861
巴菲特持股苹果7个月赚300亿美元,2021-10-13 03:15:00,18,6.716905372499999
13岁盲童天籁之音曾获国际大奖,2021-10-13 11:30:00,22,22.551095443055555
雷霆战胜湖人,2021-10-13 15:58:00,34,17130.25246682333
阿联酋一果蔬市场突发大火,2021-10-13 08:15:00,20,2.137019977777778
湖南天才少女回应华为百万年薪,2021-10-13 21:06:00,16,38.211699949999996
第一视角看南京特警夏训,2021-10-13 20:40:00,26,14.645033314444445
黎巴嫩华人讲述爆炸瞬间,2021-10-13 22:01:00,28,13.547920724999999
第一炉香剧照,2021-10-13 13:42:00,16,3982.453209478333
陈伟霆车库黑客大片,2021-10-13 11:04:00,20,1.0865428530555556
星际穿越票房破8亿,2021-10-13 18:13:00,26,17.936542935555554
宁吉喆说下半年最大挑战是稳就业,2021-10-13 11:25:00,20,0.9047879386111111
高校通知书出校徽盲盒,2021-10-13 11:09:00,21,193.84354448944444
郭士强,2021-10-13 09:00:00,17,46492.498724716104
